title	Type	Label	Cost Normal	Cost Hyper	Cost Another	SP DJ Points	DP DJ Points	SPB Unlocked	SPB Rating	SPB Lamp	SPB Letter	SPB EX Score	SPB Miss Count	SPB Note Count	SPB DJ Points	SPN Unlocked	SPN Rating	SPN Lamp	SPN Letter	SPN EX Score	SPN Miss Count	SPN Note Count	SPN DJ Points	SPH Unlocked	SPH Rating	SPH Lamp	SPH Letter	SPH EX Score	SPH Miss Count	SPH Note Count	SPH DJ Points	SPA Unlocked	SPA Rating	SPA Lamp	SPA Letter	SPA EX Score	SPA Miss Count	SPA Note Count	SPA DJ Points	SPL Unlocked	SPL Rating	SPL Lamp	SPL Letter	SPL EX Score	SPL Miss Count	SPL Note Count	SPL DJ Points	DPN Unlocked	DPN Rating	DPN Lamp	DPN Letter	DPN EX Score	DPN Miss Count	DPN Note Count	DPN DJ Points	DPH Unlocked	DPH Rating	DPH Lamp	DPH Letter	DPH EX Score	DPH Miss Count	DPH Note Count	DPH DJ Points	DPA Unlocked	DPA Rating	DPA Lamp	DPA Letter	DPA EX Score	DPA Miss Count	DPA Note Count	DPA DJ Points	DPL Unlocked	DPL Rating	DPL Lamp	DPL Letter	DPL EX Score	DPL Miss Count	DPL Note Count	DPL DJ Points
Symmetry	Sub	PD1	0	0	0	0	0									FALSE	6	NP	NP	0	-	586		FALSE	10	NP	NP	0	-	1082		FALSE	12	NP	NP	0	-	1659										FALSE	6	NP	NP	0	-	535		FALSE	9	NP	NP	0	-	1118		FALSE	11	NP	NP	0	-	1681										
FANTASTIC THREE	Sub	PD2	0	0	0	0	0									FALSE	7	NP	NP	0	-	698		FALSE	10	NP	NP	0	-	1166		FALSE	12	NP	NP	0	-	1649										FALSE	7	NP	NP	0	-	682		FALSE	10	NP	NP	0	-	1125		FALSE	12	NP	NP	0	-	1794										
illuminate	Sub	PD2	0	0	0	0	0									FALSE	3	NP	NP	0	-	316		FALSE	8	NP	NP	0	-	817		FALSE	10	NP	NP	0	-	1172										FALSE	3	NP	NP	0	-	297		FALSE	9	NP	NP	0	-	832		FALSE	11	NP	NP	0	-	1250										
subtractive	Sub	PD1	0	0	0	0	0									FALSE	4	NP	NP	0	-	458		FALSE	7	NP	NP	0	-	695		FALSE	10	NP	NP	0	-	1059										FALSE	4	NP	NP	0	-	409		FALSE	7	NP	NP	0	-	721		FALSE	10	NP	NP	0	-	1052										
デンドロビウム	Sub	PD1	0	0	0	0	0									FALSE	4	NP	NP	0	-	381		FALSE	8	NP	NP	0	-	867		FALSE	10	NP	NP	0	-	1205										FALSE	5	NP	NP	0	-	423		FALSE	8	NP	NP	0	-	860		FALSE	10	NP	NP	0	-	1201										
恋は白帯、サンシロー	Sub	PD1	0	0	0	0	0									FALSE	3	NP	NP	0	-	377		FALSE	6	NP	NP	0	-	664		FALSE	9	NP	NP	0	-	1021		FALSE	11	NP	NP	0	-	1395		FALSE	4	NP	NP	0	-	409		FALSE	6	NP	NP	0	-	635		FALSE	9	NP	NP	0	-	955		FALSE	11	NP	NP	0	-	1494		
Chain of pain	Sub	PD2	0	0	0	0	0									FALSE	4	NP	NP	0	-	396		FALSE	8	NP	NP	0	-	789		FALSE	10	NP	NP	0	-	1130										FALSE	7	NP	NP	0	-	610		FALSE	9	NP	NP	0	-	939		FALSE	11	NP	NP	0	-	1301										
白露の風	Sub	PD2	0	0	0	0	0									FALSE	2	NP	NP	0	-	240		FALSE	6	NP	NP	0	-	639		FALSE	9	NP	NP	0	-	1018										FALSE	2	NP	NP	0	-	223		FALSE	6	NP	NP	0	-	555		FALSE	9	NP	NP	0	-	951										
Beat Radiance	Base	Base	0	0	0	52.155	0									TRUE	5	NP	NP	0	-	505		TRUE	8	NP	NP	0	-	826		TRUE	10	FC	AAA	2593	0	1335		TRUE	12	FC	AAA	3477	2	1809	5.21550000E+001	TRUE	5	NP	NP	0	-	420		TRUE	8	NP	NP	0	-	716		TRUE	10	NP	NP	0	-	1354		TRUE	12	NP	NP	0	-	1887		
GUILTY	Sub	PD2	0	0	0	0	0									FALSE	5	NP	NP	0	-	509		FALSE	8	NP	NP	0	-	798		FALSE	10	NP	NP	0	-	966										FALSE	5	NP	NP	0	-	521		FALSE	9	NP	NP	0	-	837		FALSE	11	NP	NP	0	-	1087										
COLOSSEUM	Sub	PD1	0	0	0	0	0									FALSE	4	NP	NP	0	-	295		FALSE	7	NP	NP	0	-	627		FALSE	11	NP	NP	0	-	1159										FALSE	4	NP	NP	0	-	353		FALSE	8	NP	NP	0	-	684		FALSE	10	NP	NP	0	-	1184										
超青少年ノ為ノ超多幸ナ超古典的超舞曲	Sub	PD2	0	0	0	0	0									FALSE	6	NP	NP	0	-	531		FALSE	9	NP	NP	0	-	1028		FALSE	11	NP	NP	0	-	1350		FALSE	12	NP	NP	0	-	2110		FALSE	6	NP	NP	0	-	529		FALSE	8	NP	NP	0	-	973		FALSE	12	NP	NP	0	-	1651		FALSE	12	NP	NP	0	-	2257		
リリーゼと炎龍レーヴァテイン	Base	Base	0	0	0	47.8935	0									TRUE	6	NP	NP	0	-	504		TRUE	10	NP	NP	0	-	1186		TRUE	12	EX	AAA	3303	4	1771	4.78935000E+001									TRUE	6	NP	NP	0	-	567		TRUE	10	NP	NP	0	-	1264		TRUE	12	NP	NP	0	-	1848										
cinder	Sub	PD1	0	0	0	0	0									FALSE	5	NP	NP	0	-	432		FALSE	9	NP	NP	0	-	1037		FALSE	12	NP	NP	0	-	1601										FALSE	5	NP	NP	0	-	573		FALSE	9	NP	NP	0	-	1139		FALSE	12	NP	NP	0	-	1764										
Realize Maze	Sub	PD1	0	0	0	0	0									FALSE	6	NP	NP	0	-	642		FALSE	9	NP	NP	0	-	1054		FALSE	11	NP	NP	0	-	1503										FALSE	6	NP	NP	0	-	677		FALSE	9	NP	NP	0	-	1152		FALSE	11	NP	NP	0	-	1539										
Ｘ↑Ｘ↓	Sub	PD2	0	0	0	0	0									FALSE	5	NP	NP	0	-	477		FALSE	8	NP	NP	0	-	907		FALSE	11	NP	NP	0	-	1485										FALSE	5	NP	NP	0	-	559		FALSE	9	NP	NP	0	-	1035		FALSE	12	NP	NP	0	-	1658										
Light My Fire	Sub	PD1	0	0	0	0	0									FALSE	4	NP	NP	0	-	390		FALSE	7	NP	NP	0	-	682		FALSE	10	NP	NP	0	-	1060										FALSE	5	NP	NP	0	-	444		FALSE	7	NP	NP	0	-	686		FALSE	10	NP	NP	0	-	1007										
十六夜セツナ	Sub	PD1	0	0	0	0	0									FALSE	5	NP	NP	0	-	521		FALSE	7	NP	NP	0	-	823		FALSE	10	NP	NP	0	-	1132										FALSE	6	NP	NP	0	-	662		FALSE	8	NP	NP	0	-	917		FALSE	10	NP	NP	0	-	1235										
紅牡丹	Bits	Bits	6000	9000	11500	0	0	TRUE	3	NP	NP	0	-	249		FALSE	6	NP	NP	0	-	544		FALSE	9	NP	NP	0	-	929		FALSE	12	NP	NP	0	-	1445										FALSE	6	NP	NP	0	-	599		FALSE	9	NP	NP	0	-	930		FALSE	11	NP	NP	0	-	1291										
BLUE MIRAGE	Sub	PD1	0	0	0	0	0									FALSE	5	NP	NP	0	-	596		FALSE	10	NP	NP	0	-	1091		FALSE	12	NP	NP	0	-	1606										FALSE	5	NP	NP	0	-	596		FALSE	9	NP	NP	0	-	1092		FALSE	11	NP	NP	0	-	1509										
#The_Relentless	Sub	PD2	0	0	0	0	0									FALSE	6	NP	NP	0	-	611		FALSE	9	NP	NP	0	-	1028		FALSE	11	NP	NP	0	-	1479										FALSE	5	NP	NP	0	-	592		FALSE	9	NP	NP	0	-	929		FALSE	11	NP	NP	0	-	1626										
Blaze it UP!	Sub	PD1	0	0	0	0	0									FALSE	5	NP	NP	0	-	493		FALSE	8	NP	NP	0	-	964		FALSE	11	NP	NP	0	-	1501										FALSE	5	NP	NP	0	-	564		FALSE	8	NP	NP	0	-	1069		FALSE	11	NP	NP	0	-	1613										
Sweet Radar	Base	Base	0	0	0	30.165	0									TRUE	4	NP	NP	0	-	338		TRUE	7	NP	NP	0	-	689		TRUE	10	FC	AAA	2011	0	1020	3.01650000E+001									TRUE	4	NP	NP	0	-	345		TRUE	6	NP	NP	0	-	586		TRUE	10	NP	NP	0	-	1000										
IMPLANTATION	Bits	Bits	5000	9500	11500	0	0									FALSE	5	NP	NP	0	-	335		FALSE	10	NP	NP	0	-	885		FALSE	12	NP	NP	0	-	1163										FALSE	5	NP	NP	0	-	502		FALSE	9	NP	NP	0	-	807		FALSE	11	NP	NP	0	-	1153										
Night sky	Sub	PD1	0	0	0	0	0									FALSE	6	NP	NP	0	-	599		FALSE	9	NP	NP	0	-	972		FALSE	11	NP	NP	0	-	1491										FALSE	6	NP	NP	0	-	600		FALSE	9	NP	NP	0	-	968		FALSE	12	NP	NP	0	-	1672										
m1dy Festival	Sub	PD1	0	0	0	0	0									FALSE	5	NP	NP	0	-	509		FALSE	8	NP	NP	0	-	853		FALSE	11	NP	NP	0	-	1289										FALSE	5	NP	NP	0	-	531		FALSE	8	NP	NP	0	-	838		FALSE	10	NP	NP	0	-	1194										
SAMSARA	Sub	PD1	0	0	0	0	0									FALSE	4	NP	NP	0	-	432		FALSE	7	NP	NP	0	-	731		FALSE	10	NP	NP	0	-	1031										FALSE	4	NP	NP	0	-	408		FALSE	7	NP	NP	0	-	786		FALSE	10	NP	NP	0	-	1087										
時空トラベローグ	Sub	PD2	0	0	0	0	0									FALSE	6	NP	NP	0	-	571		FALSE	9	NP	NP	0	-	983		FALSE	11	NP	NP	0	-	1395										FALSE	6	NP	NP	0	-	546		FALSE	9	NP	NP	0	-	975		FALSE	11	NP	NP	0	-	1313										
ぷろぐれっしぶ時空少女！うらしまたろ子ちゃん！	Sub	PD1	0	0	0	0	0									FALSE	5	NP	NP	0	-	453		FALSE	7	NP	NP	0	-	756		FALSE	11	NP	NP	0	-	1285										FALSE	4	NP	NP	0	-	386		FALSE	7	NP	NP	0	-	728		FALSE	10	NP	NP	0	-	1243										
Amnolys	Bits	Bits	5500	9000	11000	38.085	0									FALSE	5	NP	NP	0	-	442		FALSE	9	NP	NP	0	-	876		TRUE	11	FC	AAA	2539	0	1354	3.80850000E+001									FALSE	6	NP	NP	0	-	556		FALSE	9	NP	NP	0	-	909		TRUE	11	NP	NP	0	-	1254										
IXION	Sub	PD2	0	0	0	0	0									FALSE	5	NP	NP	0	-	569		FALSE	8	NP	NP	0	-	913		FALSE	9	NP	NP	0	-	1086										FALSE	5	NP	NP	0	-	621		FALSE	8	NP	NP	0	-	911		FALSE	11	NP	NP	0	-	1187										
Gravigazer	Sub	PD2	0	0	0	0	0									FALSE	5	NP	NP	0	-	495		FALSE	10	NP	NP	0	-	966		FALSE	12	NP	NP	0	-	1533										FALSE	5	NP	NP	0	-	511		FALSE	9	NP	NP	0	-	912		FALSE	12	NP	NP	0	-	1524										
Chrono Diver -PENDULUMs-	Sub	PD1	0	0	0	0	0									FALSE	7	NP	NP	0	-	722		FALSE	11	NP	NP	0	-	1422		FALSE	12	NP	NP	0	-	2222										FALSE	7	NP	NP	0	-	722		FALSE	11	NP	NP	0	-	1422		FALSE	12	NP	NP	0	-	2222										
SpaceLand☆TOYBOX	Sub	PD2	0	0	0	0	0									FALSE	6	NP	NP	0	-	552		FALSE	9	NP	NP	0	-	900		FALSE	12	NP	NP	0	-	1501										FALSE	6	NP	NP	0	-	585		FALSE	9	NP	NP	0	-	951		FALSE	12	NP	NP	0	-	1528										
Vulkan	Sub	PD2	0	0	0	0	0									FALSE	5	NP	NP	0	-	527		FALSE	9	NP	NP	0	-	1030		FALSE	11	NP	NP	0	-	1518										FALSE	5	NP	NP	0	-	582		FALSE	9	NP	NP	0	-	1120		FALSE	11	NP	NP	0	-	1618										
Scars of FAUNA	Sub	PD2	0	0	0	0	0									FALSE	5	NP	NP	0	-	435		FALSE	8	NP	NP	0	-	871		FALSE	11	NP	NP	0	-	1475										FALSE	5	NP	NP	0	-	436		FALSE	8	NP	NP	0	-	816		FALSE	11	NP	NP	0	-	1424										
ベィスドロップ・フリークス	Sub	PD1	0	0	0	0	0									FALSE	4	NP	NP	0	-	323		FALSE	7	NP	NP	0	-	651		FALSE	10	NP	NP	0	-	1143		FALSE	11	NP	NP	0	-	1275		FALSE	4	NP	NP	0	-	424		FALSE	7	NP	NP	0	-	626		FALSE	11	NP	NP	0	-	1220		FALSE	11	NP	NP	0	-	1252		
Sakura Mirage	Bits	Bits	6000	8000	10500	33.915	0									FALSE	6	NP	NP	0	-	520		FALSE	8	NP	NP	0	-	710		TRUE	11	FC	AAA	2261	1	1190	3.39150000E+001									FALSE	6	NP	NP	0	-	520		FALSE	8	NP	NP	0	-	731		TRUE	10	NP	NP	0	-	1156										
Hello Happiness	Sub	PD2	0	0	0	0	0									FALSE	5	NP	NP	0	-	461		FALSE	9	NP	NP	0	-	871		FALSE	11	NP	NP	0	-	1198										FALSE	5	NP	NP	0	-	421		FALSE	8	NP	NP	0	-	715		FALSE	11	NP	NP	0	-	1134										
打打打打打打打打打打	Sub	PD2	0	0	0	0	0									FALSE	5	NP	NP	0	-	419		FALSE	8	NP	NP	0	-	701		FALSE	11	NP	NP	0	-	1342										FALSE	5	NP	NP	0	-	479		FALSE	9	NP	NP	0	-	770		FALSE	11	NP	NP	0	-	1301										
No Tears	Sub	PD1	0	0	0	0	0									FALSE	6	NP	NP	0	-	609		FALSE	9	NP	NP	0	-	1082		FALSE	11	NP	NP	0	-	1286										FALSE	6	NP	NP	0	-	639		FALSE	9	NP	NP	0	-	1028		FALSE	10	NP	NP	0	-	1216										
鬼天	Sub	PD1	0	0	0	0	0									FALSE	6	NP	NP	0	-	519		FALSE	9	NP	NP	0	-	889		FALSE	11	NP	NP	0	-	1265										FALSE	6	NP	NP	0	-	576		FALSE	10	NP	NP	0	-	960		FALSE	12	NP	NP	0	-	1467										
entelecheia	Sub	PD2	0	0	0	0	0									FALSE	6	NP	NP	0	-	528		FALSE	10	NP	NP	0	-	1106		FALSE	12	NP	NP	0	-	1657										FALSE	7	NP	NP	0	-	589		FALSE	10	NP	NP	0	-	1094		FALSE	12	NP	NP	0	-	1778										
とろぴかる倶楽部	Bits	Bits	5500	8500	11000	0	0									FALSE	5	NP	NP	0	-	432		FALSE	8	NP	NP	0	-	755		FALSE	11	NP	NP	0	-	1154										FALSE	6	NP	NP	0	-	559		FALSE	9	NP	NP	0	-	890		FALSE	11	NP	NP	0	-	1149										
Beyond The Earth	Sub	PD2	0	0	0	0	0									FALSE	5	NP	NP	0	-	668		FALSE	10	NP	NP	0	-	1102		FALSE	11	NP	NP	0	-	1646										FALSE	6	NP	NP	0	-	748		FALSE	9	NP	NP	0	-	1214		FALSE	11	NP	NP	0	-	1494										
The Least 100sec	Bits	Bits	5500	9000	12000	0	0									FALSE	5	NP	NP	0	-	414		FALSE	9	NP	NP	0	-	762		FALSE	12	NP	NP	0	-	1505										FALSE	6	NP	NP	0	-	496		FALSE	9	NP	NP	0	-	774		FALSE	12	NP	NP	0	-	1369										
fallen leaves -IIDX edition-	Bits	Bits	6000	9500	12000	0	0									FALSE	6	NP	NP	0	-	603		FALSE	10	NP	NP	0	-	1085		FALSE	12	NP	NP	0	-	1745										FALSE	6	NP	NP	0	-	629		FALSE	9	NP	NP	0	-	967		FALSE	12	NP	NP	0	-	1832										
Ludus In Tenebris	Sub	PD1	0	0	0	0	0									FALSE	5	NP	NP	0	-	492		FALSE	10	NP	NP	0	-	1118		FALSE	12	NP	NP	0	-	1809										FALSE	6	NP	NP	0	-	509		FALSE	9	NP	NP	0	-	1086		FALSE	12	NP	NP	0	-	1797										
Monopole.	Sub	PD2	0	0	0	0	0									FALSE	4	NP	NP	0	-	403		FALSE	8	NP	NP	0	-	867		FALSE	12	NP	NP	0	-	1729										FALSE	5	NP	NP	0	-	433		FALSE	8	NP	NP	0	-	982		FALSE	11	NP	NP	0	-	1362										
TOXIC VIBRATION	Sub	PD2	0	0	0	0	0									FALSE	7	NP	NP	0	-	831		FALSE	10	NP	NP	0	-	1248		FALSE	12	NP	NP	0	-	1933										FALSE	7	NP	NP	0	-	872		FALSE	10	NP	NP	0	-	1376		FALSE	12	NP	NP	0	-	2134										
Erosion Mark	Sub	PD1	0	0	0	0	0									FALSE	4	NP	NP	0	-	407		FALSE	8	NP	NP	0	-	788		FALSE	11	NP	NP	0	-	1096										FALSE	4	NP	NP	0	-	433		FALSE	8	NP	NP	0	-	798		FALSE	11	NP	NP	0	-	1186										
ZZ	Sub	PD2	0	0	0	0	0									FALSE	6	NP	NP	0	-	667		FALSE	10	NP	NP	0	-	1042		FALSE	12	NP	NP	0	-	1541										FALSE	6	NP	NP	0	-	665		FALSE	10	NP	NP	0	-	1019		FALSE	12	NP	NP	0	-	1647										
TIEFSEE	Bits	Bits	6000	9000	12000	0	0									FALSE	6	NP	NP	0	-	653		FALSE	9	NP	NP	0	-	1096		FALSE	12	NP	NP	0	-	1752										FALSE	6	NP	NP	0	-	630		FALSE	9	NP	NP	0	-	1099		FALSE	12	NP	NP	0	-	1767										
We're so Happy (P*Light Remix) IIDX ver.	Sub	PD1	0	0	0	0	0									FALSE	6	NP	NP	0	-	600		FALSE	10	NP	NP	0	-	1187		FALSE	12	NP	NP	0	-	1896										FALSE	6	NP	NP	0	-	598		FALSE	10	NP	NP	0	-	1197		FALSE	12	NP	NP	0	-	1716										
Hollywood Galaxy(DJ NAGAI Remix)	Bits	Bits	6000	10000	12000	0	0									FALSE	6	NP	NP	0	-	585		FALSE	10	NP	NP	0	-	1234		FALSE	12	NP	NP	0	-	1778										FALSE	6	NP	NP	0	-	607		FALSE	10	NP	NP	0	-	1254		FALSE	12	NP	NP	0	-	1694										
全力 SPECIAL VACATION!! ～限りある休日～	Sub	PD2	0	0	0	0	0									FALSE	6	NP	NP	0	-	570		FALSE	8	NP	NP	0	-	846		FALSE	11	NP	NP	0	-	1142										FALSE	6	NP	NP	0	-	577		FALSE	8	NP	NP	0	-	849		FALSE	11	NP	NP	0	-	1351										
千年ノ理	Sub	TH1	0	0	0	0	0									FALSE	6	NP	NP	0	-	602		FALSE	9	NP	NP	0	-	1008		FALSE	12	NP	NP	0	-	1608		FALSE	12	NP	NP	0	-	2183		FALSE	6	NP	NP	0	-	680		FALSE	9	NP	NP	0	-	931		FALSE	12	NP	NP	0	-	1774		FALSE	12	NP	NP	0	-	2190		
妖隠し -あやかしかくし-	Sub	TH1	0	0	0	0	0									FALSE	5	NP	NP	0	-	489		FALSE	9	NP	NP	0	-	803		FALSE	10	NP	NP	0	-	1103										FALSE	6	NP	NP	0	-	535		FALSE	8	NP	NP	0	-	822		FALSE	11	NP	NP	0	-	1380										
取り残された美術(Arranged:HiZuMi)	Sub	TH1	0	0	0	0	0									FALSE	5	NP	NP	0	-	495		FALSE	8	NP	NP	0	-	882		FALSE	10	NP	NP	0	-	1111										FALSE	5	NP	NP	0	-	393		FALSE	8	NP	NP	0	-	745		FALSE	10	NP	NP	0	-	1158										
Scarlet Moon	Sub	TH1	0	0	0	0	0									FALSE	6	NP	NP	0	-	542		FALSE	9	NP	NP	0	-	998		FALSE	11	NP	NP	0	-	1389										FALSE	6	NP	NP	0	-	555		FALSE	9	NP	NP	0	-	989		FALSE	11	NP	NP	0	-	1438										
それは花火のような恋	Bits	Bits	6500	10000	12000	56.235	0	TRUE	3	NP	NP	0	-	354		FALSE	6	NP	NP	0	-	649		FALSE	10	NP	NP	0	-	1321		TRUE	12	FC	AAA	3749	3	1976	5.62350000E+001									FALSE	7	NP	NP	0	-	664		FALSE	10	NP	NP	0	-	1261		TRUE	12	NP	NP	0	-	1930										
パ→ピ→プ→Yeah!	Sub	PD2	0	0	0	0	0									FALSE	6	NP	NP	0	-	527		FALSE	9	NP	NP	0	-	814		FALSE	11	NP	NP	0	-	1280										FALSE	6	NP	NP	0	-	503		FALSE	9	NP	NP	0	-	923		FALSE	11	NP	NP	0	-	1348										
EBONY & IVORY	Bits	Bits	6000	9000	12000	48.778	0									FALSE	6	NP	NP	0	-	557		FALSE	9	NP	NP	0	-	890		TRUE	12	FC	AAA	2873	0	1520		TRUE	12	EX	AAA	3364	14	1887	4.87780000E+001	FALSE	6	NP	NP	0	-	594		FALSE	9	NP	NP	0	-	900		TRUE	12	NP	NP	0	-	1575		TRUE	12	NP	NP	0	-	1878		
In The Breeze	Sub	PD2	0	0	0	0	0									FALSE	4	NP	NP	0	-	336		FALSE	7	NP	NP	0	-	601		FALSE	9	NP	NP	0	-	896										FALSE	5	NP	NP	0	-	416		FALSE	8	NP	NP	0	-	630		FALSE	10	NP	NP	0	-	996										
Sounds Of Summer	Sub	PD1	0	0	0	0	0									FALSE	6	NP	NP	0	-	640		FALSE	10	NP	NP	0	-	1080		FALSE	12	NP	NP	0	-	1513										FALSE	6	NP	NP	0	-	617		FALSE	9	NP	NP	0	-	1006		FALSE	12	NP	NP	0	-	1599										
Chronos	Sub	PD1	0	0	0	0	0									FALSE	5	NP	NP	0	-	443		FALSE	8	NP	NP	0	-	717		FALSE	11	NP	NP	0	-	1205										FALSE	5	NP	NP	0	-	462		FALSE	9	NP	NP	0	-	914		FALSE	11	NP	NP	0	-	1356										
少年は空を辿る	Sub	PD2	0	0	0	0	0									FALSE	6	NP	NP	0	-	644		FALSE	10	NP	NP	0	-	1081		FALSE	12	NP	NP	0	-	1729										FALSE	7	NP	NP	0	-	644		FALSE	10	NP	NP	0	-	1092		FALSE	12	NP	NP	0	-	1908										
ドッキン☆サマーあばんちゅーる	Bits	Bits	5500	8500	11000	41.145	0									FALSE	5	NP	NP	0	-	531		FALSE	8	NP	NP	0	-	907		TRUE	11	FC	AAA	2743	0	1447	4.11450000E+001									FALSE	6	NP	NP	0	-	517		FALSE	9	NP	NP	0	-	975		TRUE	11	NP	NP	0	-	1452										
夏色DIARY - L.E.D.-G STYLE MIX -	Bits	Bits	6000	10000	12000	0	0									FALSE	6	NP	NP	0	-	505		FALSE	10	NP	NP	0	-	1031		FALSE	12	NP	NP	0	-	1590										FALSE	6	NP	NP	0	-	495		FALSE	10	NP	NP	0	-	1135		FALSE	12	NP	NP	0	-	1377										
Discloze	Bits	Bits	6000	9000	11000	37.215	0									FALSE	6	NP	NP	0	-	498		FALSE	9	NP	NP	0	-	872		TRUE	11	FC	AAA	2481	2	1365	3.72150000E+001									FALSE	6	NP	NP	0	-	497		FALSE	9	NP	NP	0	-	966		TRUE	11	NP	NP	0	-	1437										
Invitation from Mr.C	Bits	Bits	6500	9000	12000	0	0									FALSE	6	NP	NP	0	-	594		FALSE	9	NP	NP	0	-	810		FALSE	12	NP	NP	0	-	1405										FALSE	7	NP	NP	0	-	637		FALSE	9	NP	NP	0	-	833		FALSE	12	NP	NP	0	-	1399										
PENDUAL TALISMAN	Sub	PD2	0	0	0	0	0									FALSE	5	NP	NP	0	-	524		FALSE	8	NP	NP	0	-	820		FALSE	11	NP	NP	0	-	1314										FALSE	4	NP	NP	0	-	446		FALSE	8	NP	NP	0	-	992		FALSE	10	NP	NP	0	-	1340										
DIAMOND CROSSING	Sub	COP1	0	0	0	0	0									FALSE	7	NP	NP	0	-	509		FALSE	10	NP	NP	0	-	917		FALSE	12	NP	NP	0	-	1585										FALSE	7	NP	NP	0	-	688		FALSE	10	NP	NP	0	-	979		FALSE	12	NP	NP	0	-	1681										
駅猫のワルツ	Sub	COP2	0	0	0	0	0									FALSE	6	NP	NP	0	-	601		FALSE	10	NP	NP	0	-	1174		FALSE	12	NP	NP	0	-	1558										FALSE	6	NP	NP	0	-	515		FALSE	10	NP	NP	0	-	1147		FALSE	12	NP	NP	0	-	1635										
SHELTER OF THE MIND	Base	Base	0	0	0	44.43	0									TRUE	6	NP	NP	0	-	722		TRUE	9	NP	NP	0	-	1020		TRUE	11	FC	AAA	2962	0	1538	4.44300000E+001									TRUE	6	NP	NP	0	-	645		TRUE	9	NP	NP	0	-	1037		TRUE	11	NP	NP	0	-	1484										
か・し・ま・し☆PUMP UP！	Bits	Bits	6000	9000	11000	0	0									FALSE	6	NP	NP	0	-	607		FALSE	9	NP	NP	0	-	966		FALSE	11	NP	NP	0	-	1453										FALSE	6	NP	NP	0	-	607		FALSE	9	NP	NP	0	-	941		FALSE	11	NP	NP	0	-	1501										
ギョギョっと人魚♨爆婚ブライダル	Sub	COP1	0	0	0	0	0									FALSE	4	NP	NP	0	-	418		FALSE	8	NP	NP	0	-	743		FALSE	10	NP	NP	0	-	1209										FALSE	4	NP	NP	0	-	428		FALSE	8	NP	NP	0	-	805		FALSE	10	NP	NP	0	-	1164										
Nightmare before oversleep	Sub	COP2	0	0	0	0	0									FALSE	7	NP	NP	0	-	605		FALSE	10	NP	NP	0	-	988		FALSE	12	NP	NP	0	-	1500										FALSE	7	NP	NP	0	-	665		FALSE	10	NP	NP	0	-	975		FALSE	12	NP	NP	0	-	1580										
Highcharge Divolt	Sub	COP1	0	0	0	0	0									FALSE	6	NP	NP	0	-	456		FALSE	10	NP	NP	0	-	889		FALSE	12	NP	NP	0	-	1421										FALSE	6	NP	NP	0	-	527		FALSE	10	NP	NP	0	-	863		FALSE	12	NP	NP	0	-	1431										
Uh-Oh	Sub	COP1	0	0	0	0	0									FALSE	5	NP	NP	0	-	568		FALSE	8	NP	NP	0	-	891		FALSE	11	NP	NP	0	-	1228										FALSE	5	NP	NP	0	-	580		FALSE	8	NP	NP	0	-	808		FALSE	10	NP	NP	0	-	1182										
M4K3 1T B0UNC3	Sub	COP2	0	0	0	0	0									FALSE	7	NP	NP	0	-	713		FALSE	10	NP	NP	0	-	1082		FALSE	12	NP	NP	0	-	1546										FALSE	7	NP	NP	0	-	675		FALSE	10	NP	NP	0	-	1062		FALSE	12	NP	NP	0	-	1521										
Donkey Donk	Sub	COP2	0	0	0	0	0									FALSE	6	NP	NP	0	-	611		FALSE	9	NP	NP	0	-	892		FALSE	10	NP	NP	0	-	1150										FALSE	6	NP	NP	0	-	560		FALSE	9	NP	NP	0	-	976		FALSE	11	NP	NP	0	-	1154										
Everlasting Last	Sub	COP2	0	0	0	0	0									FALSE	4	NP	NP	0	-	427		FALSE	8	NP	NP	0	-	836		FALSE	10	NP	NP	0	-	1124										FALSE	5	NP	NP	0	-	555		FALSE	8	NP	NP	0	-	809		FALSE	10	NP	NP	0	-	1237										
オルタネイトβ	Sub	COP1	0	0	0	0	0									FALSE	4	NP	NP	0	-	424		FALSE	7	NP	NP	0	-	725		FALSE	10	NP	NP	0	-	1137										FALSE	4	NP	NP	0	-	388		FALSE	7	NP	NP	0	-	701		FALSE	10	NP	NP	0	-	1331										
refrain	Sub	COP2	0	0	0	0	0									FALSE	6	NP	NP	0	-	622		FALSE	10	NP	NP	0	-	1208		FALSE	12	NP	NP	0	-	1857										FALSE	6	NP	NP	0	-	633		FALSE	10	NP	NP	0	-	1094		FALSE	12	NP	NP	0	-	1856										
Transport	Sub	COP2	0	0	0	0	0									FALSE	5	NP	NP	0	-	522		FALSE	7	NP	NP	0	-	771		FALSE	10	NP	NP	0	-	1091										FALSE	5	NP	NP	0	-	481		FALSE	7	NP	NP	0	-	776		FALSE	10	NP	NP	0	-	1049										
Central Station	Sub	SS3	0	0	0	35.115	0									TRUE	5	NP	NP	0	-	527		TRUE	8	NP	NP	0	-	803		TRUE	10	FC	AAA	2341	1	1223	3.51150000E+001									TRUE	4	NP	NP	0	-	467		TRUE	8	NP	NP	0	-	806		TRUE	10	NP	NP	0	-	1285										
少女アリスと箱庭幻想コンチェルト	Sub	COP2	0	0	0	0	0									FALSE	5	NP	NP	0	-	390		FALSE	8	NP	NP	0	-	761		FALSE	10	NP	NP	0	-	1095										FALSE	5	NP	NP	0	-	440		FALSE	9	NP	NP	0	-	819		FALSE	11	NP	NP	0	-	1259										
